Note_ID,Note_Name,Chemical_Name,CAS,Volatility_Class,Odor_Strength,Accords_Used_In,Chemical_Family,Odor_Family,Key_Nuances,Molecular_Weight,Boiling_Point_C,Vapor_Pressure,LogP,Odor_Threshold_mg_L,Tenacity_hrs,Substantivity_Index,Flash_Point_C,Solubility,Natural_Source,Short_Description
NOTE-0075,Cade Oil,Phenolic rich,8000-27-9,Base,Strong,Leather,Phenolic,Smoky / Tar,Burnt wood,200+,300,Low,4.2,0.0005,24+,90.0,140.0,Alcohol,Juniper wood,Burnt tar
NOTE-0825,Cypriol Oil (Nagarmotha),Cypriol rich,91745-46-9,Base,Medium,Woody,Sesquiterpene,Woody / Earthy,Dark root,220+,300,Low,4.4,0.005,24+,85.0,130.0,Alcohol,Cypriol root,Dark woody
NOTE-0826,Papyrus Oil,Cypriol rich,91745-46-9,Base,Medium,Woody,Sesquiterpene,Woody / Dry,Papery wood,220+,300,Low,4.3,0.005,18–24,80.0,125.0,Alcohol,Papyrus root,Dry woody
NOTE-0087,Cashmeran,Cashmeran,33704-61-9,Base,Medium,"Woody, Musk",Polycyclic Musk,Woody / Musky,Warm fabric,206.33,280,Low,4.0,0.005,24+,85.0,110.0,Alcohol,Synthetic,Musky wood
NOTE-0205,Iso E Super,Tetramethyl acetyloctahydronaphthalenes,54464-57-2,Base,Medium,"Woody, Amber",Aromatic Ether,Woody / Amber,Velvety wood,234.38,260,Low,4.3,0.005,24+,85.0,110.0,Alcohol,Synthetic,Modern woody
NOTE-0630,Timberol,Timberol,70788-30-6,Base,Medium,Woody,Aromatic Alcohol,Woody / Dry,Cedar amber,252.4,280,Low,4.6,0.005,24+,90.0,120.0,Alcohol,Synthetic,Powerful wood
NOTE-0455,Labdanum Absolute,Labdane resins,8016-26-0,Base,Medium,Amber,Diterpene Resin,Amber / Balsamic,"Warm, resinous",250+,300,Low,4.8,0.005,24+,90.0,140.0,Alcohol,Rockrose resin,Classic amber resin
NOTE-0827,Labdanum Resin,Labdanic acids,8016-26-0,Base,Medium,"Amber, Leather",Resin,Amber / Sweet,"Sticky, leathery",250+,300,Low,4.9,0.005,24+,90.0,140.0,Alcohol,Rockrose,Deep amber
NOTE-0457,Benzoin Siam,Benzoic resin,9000-72-0,Base,Medium,Amber,Balsamic Resin,Amber / Vanilla,Sweet balsam,212.2,300,Low,2.6,0.01,24+,85.0,135.0,Alcohol,Styrax tree,Vanilla balsam
NOTE-0828,Benzoin Sumatra,Benzoic resin,9000-72-0,Base,Medium,Amber,Balsamic Resin,Amber / Smoky,Dark balsam,212.2,300,Low,2.8,0.01,24+,85.0,135.0,Alcohol,Styrax,Smoky balsam
NOTE-0573,Styrax Resin,Cinnamic esters,8046-19-3,Base,Medium,"Amber, Leather",Balsamic Resin,Amber / Leather,Sweet leather,220+,300,Low,3.2,0.005,24+,90.0,140.0,Alcohol,Styrax bark,Sweet leather resin
NOTE-0309,Peru Balsam,Benzyl cinnamate,8007-00-9,Base,Medium,Amber,Balsamic Ester,Amber / Sweet,Vanilla spice,252.31,300,Low,3.1,0.005,24+,90.0,140.0,Alcohol,Myroxylon tree,Sweet balsam
NOTE-0395,Tolu Balsam,Benzyl benzoate rich,9000-64-0,Base,Medium,Amber,Balsamic Ester,Amber / Sweet,Warm resin,212.2,300,Low,3.0,0.005,24+,90.0,140.0,Alcohol,Myroxylon,Warm balsam
NOTE-0829,Opoponax Resin,Sesquiterpene resin,8016-37-3,Base,Medium,Amber,Resin,Amber / Smoky,Bitter balsam,240+,300,Low,4.2,0.005,24+,90.0,140.0,Alcohol,Commiphora,Bitter amber
NOTE-0830,Myrrh Resin,Furanosesquiterpenes,9000-45-7,Base,Medium,Amber,Resin,Resinous / Bitter,Medicinal resin,230+,300,Low,4.0,0.005,24+,90.0,140.0,Alcohol,Commiphora,Dry resin
NOTE-0613,Frankincense Oil,Incensole acetate,8016-36-2,Base,Medium,Resinous,Terpenoid Resin,Resinous / Fresh,Lemon resin,252.4,300,Low,4.1,0.005,18–24,80.0,135.0,Alcohol,Boswellia,Sacred resin
NOTE-0689,Amber Xtreme,Amber Xtreme,1001252-96-7,Base,Strong,Amber,Aromatic Ketone,Amber / Woody,Dry amber,258.4,280,Low,5.0,0.001,24+,95.0,120.0,Alcohol,Synthetic,Powerful amber
NOTE-0021,Ambroxan,Ambroxide,6790-58-5,Base,Medium,"Amber, Musk",Ambergris Derivative,Amber / Musky,Salty amber,236.35,300,Low,4.2,0.001,24+,90.0,130.0,Alcohol,Synthetic,Ambergris warmth
NOTE-0631,Cetalox,Ambroxide variant,3738-00-9,Base,Medium,Amber,Ambergris Derivative,Amber / Dry,Clean amber,236.35,300,Low,4.1,0.001,24+,90.0,130.0,Alcohol,Synthetic,Clean amber
NOTE-0684,Norlimbanol,Norlimbanol,70788-30-6,Base,Strong,"Woody, Amber",Polycyclic Amber,Woody / Amber,Dry woody,252.4,300,Low,5.1,0.001,24+,95.0,135.0,Alcohol,Synthetic,Extreme woody
NOTE-0650,Kephalis,Kephalis,,Base,Medium,Amber,Aromatic Ketone,Amber / Tobacco,Warm tobacco,252.4,280,Low,4.7,0.001,24+,90.0,120.0,Alcohol,Synthetic,Tobacco amber
NOTE-0556,Suederal,Suederal,1001252-96-7,Base,Medium,Leather,Aromatic Ketone,Leather / Suede,Soft leather,258.4,280,Low,4.6,0.001,24+,95.0,120.0,Alcohol,Synthetic,Suede softness
NOTE-0485,Isobutyl Quinoline,Isobutyl quinoline,65442-31-1,Base,Strong,Leather,Nitrogen Heterocycle,Leather / Bitter,Green leather,201.26,270,Low,3.5,0.0005,18–24,85.0,120.0,Alcohol,Synthetic,Bitter leather
NOTE-0605,Safraleine,Safraleine,102353-43-9,Base,Medium,Leather,Aromatic Aldehyde,Leather / Spicy,Warm leather,250+,280,Low,4.4,0.001,18–24,85.0,125.0,Alcohol,Synthetic,Modern leather
NOTE-0516,Castoreum Replacer,Phenolic blend,-,Base,Medium,Leather,Animalic Base,Leather / Animalic,Musky leather,250+,300,Low,4.3,0.001,24+,90.0,140.0,Alcohol,Synthetic,Animalic leather
NOTE-0831,Ambergris Replacer,Ambroxide blend,-,Base,Medium,Amber,Ambergris Base,Amber / Animalic,Salty amber,240+,300,Low,4.2,0.001,24+,90.0,140.0,Alcohol,Synthetic,Marine amber
NOTE-0496,Tonka Bean Absolute,Coumarin rich,8024-04-2,Base,Medium,"Fougere, Gourmand",Lactone,Sweet / Powdery,"Almond, hay",146.14,302,Low,1.6,0.005,24+,85.0,140.0,Alcohol,Tonka beans,Sweet almond hay
NOTE-0134,Coumarin,Coumarin,91-64-5,Base,Medium,Fougere,Lactone,Sweet / Hay,Vanilla hay,146.14,302,Low,1.5,0.01,24+,85.0,140.0,Alcohol,Tonka,Classic fougère base
NOTE-0456,Vanillin,Vanillin,121-33-5,Base,Medium,Gourmand,Phenolic Aldehyde,Vanilla / Sweet,Creamy vanilla,152.15,285,Low,1.2,0.01,18–24,80.0,120.0,Alcohol,Vanilla pods,Sweet vanilla
NOTE-0538,Ethyl Vanillin,Ethyl vanillin,121-32-4,Base,Strong,Gourmand,Phenolic Aldehyde,Vanilla / Sweet,Strong vanilla,166.17,285,Low,1.4,0.005,18–24,80.0,120.0,Alcohol,Synthetic,Intense vanilla
NOTE-0484,Heliotropin,Piperonal,120-57-0,Heart/Base,Medium,Powdery,Aromatic Aldehyde,Powdery / Sweet,"Almond, cherry",150.13,263,Medium,1.6,0.01,6–10,55.0,110.0,Alcohol,Synthetic,Powdery almond
NOTE-0662,Anisaldehyde,p-Anisaldehyde,0123-11-5,Heart,Medium,Gourmand,Aromatic Aldehyde,Sweet / Spicy,Anise vanilla,136.15,248,Medium,2.2,0.01,4–6,40.0,105.0,Alcohol,Anise,Sweet spice
NOTE-0524,Benzyl Salicylate,Benzyl salicylate,118-58-1,Base,Medium,Floral,Aromatic Ester,Floral / Balsamic,Warm floral,228.24,300,Low,3.0,0.01,24+,85.0,135.0,Alcohol,Synthetic,Floral fixative
NOTE-0832,Benzyl Benzoate,Benzyl benzoate,120-51-4,Base,Medium,Amber,Aromatic Ester,Balsamic / Sweet,Warm resin,212.24,323,Low,3.0,0.01,24+,90.0,140.0,Alcohol,Peru balsam,Balsamic fixative
NOTE-0833,Anisyl Alcohol,p-Anisyl alcohol,105-13-5,Heart,Medium,Floral,Aromatic Alcohol,Sweet / Floral,Soft anise,138.16,259,Medium,2.1,0.01,6–10,55.0,110.0,Alcohol,Synthetic,Sweet floral
NOTE-0547,Cinnamyl Alcohol,Cinnamyl alcohol,104-54-1,Heart/Base,Medium,Spicy,Aromatic Alcohol,Spicy / Sweet,Cinnamon floral,134.18,257,Medium,2.0,0.01,8–12,60.0,115.0,Alcohol,Cinnamon bark,Sweet spice
NOTE-0834,Cinnamaldehyde,Cinnamic aldehyde,104-55-2,Heart,Strong,Spicy,Aromatic Aldehyde,Spicy / Hot,Cinnamon heat,132.16,248,Medium,2.1,0.005,4–6,45.0,105.0,Alcohol,Cinnamon,Hot spice
NOTE-0552,Eugenol,Eugenol,97-53-0,Heart/Base,Medium,Spicy,Phenolic,Spicy / Clove,Warm clove,164.2,254,Low,2.3,0.005,12–18,70.0,120.0,Alcohol,Clove bud,Clove spice
NOTE-0835,Isoeugenol,Isoeugenol,97-54-1,Heart/Base,Medium,Spicy,Phenolic,Spicy / Sweet,Soft clove,164.2,266,Low,2.4,0.005,12–18,70.0,120.0,Alcohol,Synthetic,Sweet clove
NOTE-0713,Safrole,Safrole,94-59-7,Heart,Medium,Spicy,Phenylpropene,Spicy / Sweet,Root beer,162.19,232,Medium,2.6,0.01,6–10,55.0,110.0,Alcohol,Sassafras,Rooty spice
NOTE-0836,Myristicin,Myristicin,607-91-0,Heart/Base,Medium,Spicy,Phenylpropene,Spicy / Warm,Nutmeg,192.21,276,Low,2.7,0.005,12–18,70.0,120.0,Alcohol,Nutmeg,Warm spice
NOTE-0514,Nutmeg Oil,Sabinene rich,8008-45-5,Heart,Medium,Spicy,Terpenoid,Spicy / Warm,Nutty spice,136.24,176,Medium,2.8,0.01,6–10,55.0,80.0,Alcohol,Nutmeg seed,Warm nutty
NOTE-0837,Allspice Oil,Eugenol rich,8006-77-7,Heart,Medium,Spicy,Phenolic Terpene,Spicy / Sweet,Clove-cinnamon,164.2,254,Low,2.3,0.005,12–18,70.0,120.0,Alcohol,Pimento berry,Warm spice
NOTE-0838,Fenugreek Absolute,Sotolone rich,8016-87-9,Base,Strong,Gourmand,Lactone,Sweet / Maple,Maple syrup,128.17,180,Medium,1.3,0.001,18–24,80.0,120.0,Alcohol,Fenugreek seed,Maple sweetness
NOTE-0658,Maple Lactone,Sotolone,28664-35-9,Base,Strong,Gourmand,Lactone,Sweet / Gourmand,Burnt sugar,128.17,180,Medium,1.3,0.001,18–24,,,,,
NOTE-0465,Musk Ketone,Musk ketone,81-14-1,Base,Medium,Musk,Nitro Musk,Musky / Sweet,Powdery musk,294.3,300,Low,4.3,0.001,24+,90.0,135.0,Alcohol,Synthetic,Classic powdery musk
NOTE-0741,Musk Xylene,Musk xylene,81-15-2,Base,Medium,Musk,Nitro Musk,Musky / Sweet,Sweet clean musk,297.3,300,Low,4.5,0.001,24+,90.0,140.0,Alcohol,Synthetic,Warm musk
NOTE-0505,Galaxolide,HHCB,1222-05-5,Base,Medium,Musk,Polycyclic Musk,Musky / Clean,Laundry musk,258.4,300,Low,5.3,0.001,24+,90.0,120.0,Alcohol,Synthetic,Clean modern musk
NOTE-0839,Tonalide,AHTN,1506-02-1,Base,Medium,Musk,Polycyclic Musk,Musky / Sweet,Soft musk,258.4,300,Low,5.2,0.001,24+,90.0,120.0,Alcohol,Synthetic,Sweet musk
NOTE-0840,Phantolide,Phantolide,15323-35-0,Base,Medium,Musk,Polycyclic Musk,Musky / Powdery,Floral musk,258.4,300,Low,5.0,0.001,24+,90.0,120.0,Alcohol,Synthetic,Powdery musk
NOTE-0666,Exaltolide,Exaltolide,0106-02-5,Base,Medium,Musk,Macrocyclic Musk,Musky / Natural,Skin-like musk,270.4,300,Low,4.9,0.001,24+,90.0,140.0,Alcohol,Synthetic,Natural musk
NOTE-0609,Muscone,Muscone,541-91-3,Base,Strong,Musk,Macrocyclic Ketone,Musky / Animalic,Warm animalic,238.4,300,Low,4.8,0.0005,24+,95.0,140.0,Alcohol,Synthetic,Animalic musk
NOTE-0610,Civetone,Civetone,542-46-1,Base,Strong,Animalic,Macrocyclic Ketone,Animalic / Musky,Warm skin,250.4,300,Low,4.9,0.0005,24+,95.0,145.0,Alcohol,Synthetic,Civet musk
NOTE-0507,Ambrettolide,Ambrettolide,28645-51-4,Base,Medium,Musk,Macrocyclic Lactone,Musky / Sweet,Pear musk,268.4,300,Low,4.7,0.001,24+,90.0,140.0,Alcohol,Synthetic,Sweet macro musk
NOTE-0476,Habanolide,Habanolide,33704-61-9,Base,Medium,Musk,Macrocyclic Musk,Musky / Metallic,Clean metallic,272.4,300,Low,4.6,0.001,24+,90.0,135.0,Alcohol,Synthetic,Clean modern musk
NOTE-0663,Aldehyde C-18,γ-Nonalactone,104-61-0,Heart/Base,Medium,Gourmand,Lactone,Creamy / Coconut,Milky coconut,170.25,280,Low,2.9,0.01,6–8,55.0,115.0,Alcohol,Synthetic,Coconut cream
NOTE-0841,Lactonic Aldehyde,γ-Dodecalactone,2305-05-7,Heart/Base,Medium,Fruity,Lactone,Creamy / Peach,Creamy peach,198.3,290,Low,3.2,0.01,6–8,55.0,120.0,Alcohol,Synthetic,Peach cream
NOTE-0655,Aldehyde C-14,γ-Undecalactone,104-67-6,Heart,Medium,Fruity,Lactone,Fruity / Peach,Juicy peach,184.3,290,Low,3.0,0.01,4–6,45.0,118.0,Alcohol,Synthetic,Peach note
NOTE-0497,Calone,Calone 1951,,Heart,Strong,Marine,Ketone,Marine / Watery,Sea breeze,198.3,290,Low,3.1,0.0005,6–10,55.0,120.0,Alcohol,Synthetic,Oceanic freshness
NOTE-0639,Helional,Helional,1205-17-0,Heart,Medium,Aquatic,Aldehyde,Watery / Floral,Fresh water,180.2,285,Low,2.7,0.005,6–10,55.0,115.0,Alcohol,Synthetic,Clean aquatic
NOTE-0651,Floralozone,Floralozone,67634-14-4,Top/Heart,Strong,Ozonic,Ketone,Ozonic / Floral,Airy ozone,208.3,280,Low,3.0,0.001,4–6,45.0,110.0,Alcohol,Synthetic,Airy ozone
NOTE-0640,Melonal,Melonal,106-72-9,Top,Medium,Aquatic,Aldehyde,Watery / Green,Melon water,170.2,260,Medium,2.4,0.01,2–3,22.0,95.0,Alcohol,Synthetic,Watery melon
NOTE-0652,Aquozone,Aquozone,4176-36-9,Heart,Strong,Marine,Ketone,Marine / Fresh,Ocean air,210.3,290,Low,3.2,0.001,6–10,55.0,120.0,Alcohol,Synthetic,Marine breeze
NOTE-0475,Seaweed Absolute,Algal compounds,91770-38-6,Base,Medium,Marine,Marine Extract,Marine / Salty,"Iodine, sea",200+,300,Low,3.8,0.001,18–24,80.0,140.0,Alcohol,Seaweed,Oceanic depth
NOTE-0842,Ambermarine Base,Ambroxide blend,-,Base,Medium,"Marine, Amber",Ambergris Base,Marine / Amber,Salty amber,240+,300,Low,4.2,0.001,24+,90.0,140.0,Alcohol,Synthetic,Marine amber
NOTE-0193,Hedione,Methyl dihydrojasmonate,24851-98-7,Heart,Medium,Floral,Ester,Floral / Radiant,"Jasmine, airy",226.31,290,Low,3.1,0.01,6–10,55.0,110.0,Alcohol,Synthetic,Radiant jasmine lift
NOTE-0843,Hedione HC,Dihydrojasmonate (high cis),-,Heart,Medium,Floral,Ester,Floral / Fresh,Green jasmine,226.31,290,Low,3.1,0.008,6–10,55.0,110.0,Alcohol,Synthetic,Fresher hedione
NOTE-0844,Jasmine Lactone,Jasmine lactone,123-86-4,Heart,Medium,Floral,Lactone,Floral / Creamy,Milky jasmine,186.29,280,Low,3.0,0.01,6–8,50.0,115.0,Alcohol,Synthetic,Creamy jasmine
NOTE-0653,Indole,Indole,120-72-9,Heart/Base,Strong,White Floral,Heterocycle,Animalic / Floral,Fecal floral,117.15,253,Medium,2.1,0.0001,8–12,60.0,100.0,Alcohol,Jasmine,Animalic depth
NOTE-0730,Skatole,3-Methylindole,83-34-1,Base,Strong,Animalic,Heterocycle,Animalic,Fecal leather,131.17,265,Low,2.4,0.0001,18–24,80.0,120.0,Alcohol,Natural trace,Animalic nuance
NOTE-0845,Lilial (Butylphenyl Methylpropional),BMHCA,80-54-6,Heart,Medium,Floral,Aldehyde,Floral / Lily,Fresh lily,204.27,280,Low,3.3,0.01,6–10,55.0,120.0,Alcohol,Synthetic,Lily-of-valley
NOTE-0685,Lyral,Hydroxyisohexyl cyclohexene carboxaldehyde,,Heart,Medium,Floral,Aldehyde,Floral / Muguet,Green lily,198.3,280,Low,3.0,0.01,6–10,55.0,115.0,Alcohol,Synthetic,Muguet floral
NOTE-0687,Hydroxycitronellal,Hydroxycitronellal,107-75-5,Heart,Medium,Floral,Aldehyde,Floral / Fresh,Clean muguet,188.26,241,Medium,2.7,0.01,4–6,45.0,105.0,Alcohol,Synthetic,Fresh floral
NOTE-0755,Cyclamen Aldehyde,Cyclamen aldehyde,103-95-7,Heart,Medium,Floral,Aldehyde,Floral / Watery,Watery floral,184.27,260,Medium,3.1,0.01,4–6,45.0,110.0,Alcohol,Synthetic,Watery muguet
NOTE-0756,Florhydral,Florhydral,125109-85-5,Heart,Medium,Floral,Aldehyde,Floral / Green,Green floral,214.3,290,Low,3.4,0.01,6–10,55.0,120.0,Alcohol,Synthetic,Fresh floral
NOTE-0647,Phenethyl Alcohol,Phenethyl alcohol,60-12-8,Heart,Medium,Floral,Aromatic Alcohol,Floral / Rosy,Soft rose,122.17,219,Medium,1.4,0.01,4–6,40.0,95.0,Alcohol,Rose,Natural rose body
NOTE-0541,Rose Oxide,Rose oxide,16409-43-1,Top/Heart,Medium,Floral,Terpenoid Oxide,Floral / Green,Metallic rose,154.25,226,Medium,2.6,0.005,2–4,30.0,80.0,Alcohol,Rose,Green rose lift
NOTE-0502,Geraniol,Geraniol,106-24-1,Heart,Medium,Floral,Terpenoid Alcohol,Floral / Sweet,Rosy citrus,154.25,230,Medium,3.2,0.01,4–6,40.0,85.0,Alcohol,"Rose, geranium",Sweet floral
NOTE-0503,Citronellol,Citronellol,106-22-9,Heart,Medium,Floral,Terpenoid Alcohol,Floral / Fresh,Lemon rose,156.27,225,Medium,3.0,0.01,4–6,40.0,85.0,Alcohol,Rose,Fresh rose
NOTE-0677,Nerol,Nerol,106-25-2,Heart,Medium,Floral,Terpenoid Alcohol,Floral / Green,Green rose,154.25,229,Medium,3.1,0.01,4–6,40.0,85.0,Alcohol,Rose,Green floral
NOTE-0726,Geranyl Acetate,Geranyl acetate,105-87-3,Top/Heart,Medium,Floral,Ester,Floral / Fruity,Sweet rose,196.29,230,Medium,3.2,0.01,3–5,30.0,90.0,Alcohol,Rose,Fruity floral
NOTE-0846,Phenyl Ethyl Acetate,Phenethyl acetate,103-45-7,Top/Heart,Medium,Floral,Ester,Floral / Honey,Honey rose,164.2,232,Medium,2.4,0.01,3–5,30.0,90.0,Alcohol,Rose,Honeyed floral
NOTE-0847,Aldehyde C-9,Nonanal,124-19-6,Top,Medium,Aldehydic,Aldehyde,Citrus / Waxy,Fatty citrus,142.24,191,Medium,3.3,0.01,1–2,18.0,75.0,Alcohol,Citrus,Aldehydic lift
NOTE-0848,Aldehyde C-8,Octanal,124-13-0,Top,Medium,Aldehydic,Aldehyde,Citrus / Fresh,Bright peel,128.21,171,Medium,3.0,0.02,1–2,18.0,70.0,Alcohol,Citrus,Fresh aldehyde
NOTE-0849,Aldehyde C-7,Heptanal,111-71-7,Top,,Aldehydic,Aldehyde,Green / Fatty,Green peel,114.19,152,Medium,,,,,,,,
NOTE-0533,Aldehyde C-6,Hexanal,66-25-1,Top,Medium,Green,Aldehyde,Green / Fresh,Cut grass,100.16,131,High,2.4,0.05,0.5–1,10.0,60.0,Alcohol,Green leaves,Sharp green aldehyde
NOTE-0532,Cis-3-Hexenol,Leaf alcohol,928-96-1,Top,Medium,Green,Unsaturated Alcohol,Green / Leafy,Crushed leaf,100.16,157,High,2.3,0.02,1–2,15.0,60.0,Alcohol,Green leaves,Fresh green leaf
NOTE-0734,Cis-3-Hexenyl Acetate,Leaf ester,3681-71-8,Top,Medium,"Green, Fruity",Ester,Green / Fruity,Green pear,142.2,171,High,3.0,0.02,1–2,15.0,65.0,Alcohol,Green leaves,Fruity green
NOTE-0850,Stemone,Stemone,22451-73-6,Top/Heart,Medium,Green,Ketone,Green / Vegetal,Tomato stem,166.26,255,Medium,3.1,0.01,2–3,22.0,95.0,Alcohol,Synthetic,Tomato leaf
NOTE-0851,Violet Leaf Alcohol,Cis-3-hexenol derivative,-,Heart,Medium,Green,Alcohol,Green / Floral,Metallic leaf,150+,260,Medium,3.2,0.01,3–5,30.0,100.0,Alcohol,Violet leaf,Metallic green
NOTE-0480,Violet Leaf Absolute,Ionone rich,8024-08-6,Heart,Medium,"Green, Floral",Aromatic Extract,Green / Floral,Leafy violet,180+,300,Low,3.3,0.005,6–10,55.0,110.0,Alcohol,Violet leaf,Green floral
NOTE-0534,Ionone Alpha,α-Ionone,127-41-3,Heart,Medium,Powdery,Norisoprenoid,Powdery / Floral,Violet powder,192.3,237,Medium,3.0,0.01,4–6,40.0,100.0,Alcohol,Violet,Powdery floral
NOTE-0648,Ionone Beta,β-Ionone,79-77-6,Heart/Base,Medium,"Woody, Powdery",Norisoprenoid,Woody / Floral,Dry violet,192.3,237,Medium,3.1,0.01,6–10,55.0,100.0,Alcohol,Violet,Woody violet
NOTE-0649,Methyl Ionone,Methyl ionone,1335-46-2,Base,Medium,Woody,Norisoprenoid,Woody / Floral,Violet wood,206.32,250,Low,3.4,0.005,12–18,70.0,110.0,Alcohol,Synthetic,Woody violet
NOTE-0742,Iso E Super Plus,Tetramethyl acetyloctahydronaphthalenes,54464-57-2,Base,Medium,"Woody, Amber",Aromatic Ether,Woody / Amber,Smooth wood,234.38,260,Low,4.3,0.005,24+,85.0,110.0,Alcohol,Synthetic,Radiant woody
NOTE-0659,Javanol,Javanol,198404-98-7,Base,Strong,Woody,Sandalwood Molecule,Woody / Creamy,Milky sandal,252.4,300,Low,4.6,0.001,24+,95.0,140.0,Alcohol,Synthetic,Powerful sandalwood
NOTE-0709,Ebanol,Ebanol,67801-20-1,Base,Strong,Woody,Sandalwood Molecule,Woody / Dry,Dry sandal,252.4,300,Low,4.5,0.001,24+,95.0,140.0,Alcohol,Synthetic,Dry sandalwood
NOTE-0705,Polysantol,Polysantol,107898-54-4,Base,Strong,Woody,Sandalwood Molecule,Woody / Sweet,Sweet sandal,254.4,300,Low,4.6,0.001,24+,95.0,140.0,Alcohol,Synthetic,Sweet sandal
NOTE-0461,Sandalore,Sandalore,65113-99-7,Base,Medium,Woody,Sandalwood Molecule,Woody / Creamy,Creamy sandal,252.4,300,Low,4.5,0.001,24+,90.0,135.0,Alcohol,Synthetic,Soft sandal
NOTE-0852,Vertofix Coeur,Methyl cedryl ketone,32388-55-9,Base,Medium,Woody,Aromatic Ketone,Woody / Amber,Dry cedar,234.38,280,Low,4.2,0.005,24+,85.0,120.0,Alcohol,Synthetic,Dry woody
NOTE-0739,Cedramber,Cedramber,19870-74-7,Base,Medium,"Woody, Amber",Aromatic Ketone,Woody / Amber,Amber cedar,250.4,280,Low,4.5,0.001,24+,90.0,130.0,Alcohol,Synthetic,Cedar amber
NOTE-0660,Bacdanol,Bacdanol,28219-61-6,Base,Medium,Woody,Sandalwood Alcohol,Woody / Creamy,Creamy wood,240.4,290,Low,4.4,0.001,24+,90.0,135.0,Alcohol,Synthetic,Smooth sandal
NOTE-0853,Timberone,Timberone,70788-30-6,Base,Medium,Woody,Woody Ketone,Woody / Dry,Dry timber,252.4,280,Low,4.7,0.001,24+,95.0,135.0,Alcohol,Synthetic,Dry wood
NOTE-0854,Vertoflor,Vertoflor,,Base,Medium,Woody,Aromatic Alcohol,Woody / Green,Fresh wood,238.4,275,Low,4.1,0.005,18–24,80.0,125.0,Alcohol,Synthetic,Green woody
NOTE-0855,Boisambrene Forte,Boisambrene Forte,,Base,Strong,"Woody, Amber",Amber Molecule,Woody / Amber,Powerful amber,260.4,300,Low,5.0,0.001,24+,95.0,140.0,Alcohol,Synthetic,Intense amber wood
NOTE-0021,Ambroxan,Ambroxide,6790-58-5,Base,Medium,Amber,Amberoid,Amber / Woody,Dry ambergris,236.4,300,Low,4.6,0.001,24+,90.0,140.0,Alcohol,Synthetic,Modern ambergris
NOTE-0631,Cetalox,Ambroxide variant,3738-00-9,Base,Medium,Amber,Amberoid,Amber / Dry,Musky amber,236.4,300,Low,4.5,0.001,24+,90.0,140.0,Alcohol,Synthetic,Dry amber
NOTE-0856,Amberlyn,Amberlyn,-,Base,Medium,Amber,Amber Molecule,Amber / Sweet,Sweet amber,260+,300,Low,5.0,0.001,24+,95.0,145.0,Alcohol,Synthetic,Sweet amber
NOTE-0650,Kephalis,Kephalis,,Base,Medium,"Amber, Leather",Polycyclic Ketone,Amber / Woody,Smoky amber,258.4,300,Low,4.9,0.001,24+,95.0,145.0,Alcohol,Synthetic,Smoky amber
NOTE-0684,Norlimbanol,Norlimbanol,104979-41-3,Base,Strong,Amber,Amber Molecule,Woody / Amber,Dry amber,222.4,280,Low,4.8,0.001,24+,95.0,135.0,Alcohol,Synthetic,Extremely powerful
NOTE-0737,Ambermax,Ambermax,68155-66-8,Base,Strong,Amber,Amber Molecule,Woody / Amber,Metallic amber,234.4,300,Low,5.0,0.001,24+,95.0,145.0,Alcohol,Synthetic,Sharp amber
NOTE-0087,Cashmeran,Cashmeran,33704-61-9,Base,Medium,"Woody, Musk",Polycyclic Ketone,Woody / Musky,Cashmere wood,206.3,300,Low,4.2,0.005,24+,85.0,140.0,Alcohol,Synthetic,Musky wood
NOTE-0617,Muscenone,Muscenone,82356-51-2,Base,Medium,Musk,Macrocyclic Musk,Musky / Clean,Soft musk,238.4,300,Low,4.5,0.0005,24+,90.0,145.0,Alcohol,Synthetic,Elegant musk
NOTE-0505,Galaxolide,HHCB,1222-05-5,Base,Medium,Musk,Polycyclic Musk,Musky / Clean,Sweet clean,258.4,300,Low,5.9,0.001,24+,90.0,140.0,Alcohol,Synthetic,Laundry musk
NOTE-0839,Tonalide,AHTN,21145-77-7,Base,Medium,Musk,Polycyclic Musk,Musky / Sweet,Powdery musk,258.4,300,Low,5.7,0.001,24+,90.0,140.0,Alcohol,Synthetic,Sweet musk
NOTE-0508,Ethylene Brassylate,Ethylene brassylate,105-95-3,Base,Medium,Musk,Macrocyclic Musk,Musky / Sweet,Warm musk,270.4,300,Low,4.3,0.001,24+,95.0,145.0,Alcohol,Synthetic,Warm musk
NOTE-0609,Muscone,Muscone,541-91-3,Base,Strong,Musk,Macrocyclic Musk,Musky / Animalic,Animalic musk,238.4,300,Low,4.1,0.0001,24+,95.0,145.0,Alcohol,Musk deer,Natural musk
NOTE-0666,Exaltolide,Exaltolide,0106-02-5,Base,Medium,Musk,Macrocyclic Musk,Musky / Clean,Soft powder,254.4,300,Low,4.2,0.0005,24+,95.0,145.0,Alcohol,Synthetic,Elegant musk
NOTE-0476,Habanolide,Habanolide,34368-70-8,Base,Medium,Musk,Macrocyclic Musk,Musky / Metallic,Metallic clean,252.4,300,Low,4.4,0.0005,24+,95.0,145.0,Alcohol,Synthetic,Metallic musk
NOTE-0700,Velvione,Velvione,37609-25-9,Base,Medium,Musk,Macrocyclic Musk,Musky / Powdery,Soft velvet,270.4,300,Low,4.6,0.0005,24+,95.0,145.0,Alcohol,Synthetic,Powdery musk
