Perfume_ID,Perfume_Name,Brand,Fragrance_Family,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Gender,Season,Longevity,Sillage,Description,Mood_Vibe,Occasion
P000299,Nautica Voyage,Nautica,Woody Aquatic,"aquatic, green, fruity, fresh, floral","Green Leaves, Apple","Mimosa, Lotus","Cedarwood, Oakmoss, Amber, Musk","Spring, Summer, Day",moderate,moderate,Fresh aquatic green scent with fruity apple and soft woods.,,,
P000300,Mr. Burberry Indigo,Burberry,Aromatic Fougere,"aromatic, fresh spicy, citrus, herbal, woody","Lemon, Rosemary, Bergamot, Grapefruit","Mint, Water Notes, Sage, Tea","Oakmoss, Amber, Patchouli, Iso E Super","Spring, Summer, Day",moderate,moderate,Fresh herbal citrus scent with clean aromatic woods.,,,
P000301,Tom Ford Oud Wood,Tom Ford,Woody Spicy,"woody, oud, warm spicy, aromatic, amber","Rosewood, Cardamom","Oud, Sandalwood, Vetiver","Tonka Bean, Vanilla, Amber",Unisex,"Fall, Winter, Evening",Long lasting,Moderate,"Rare oud blended with exotic spices and woods; smoky yet smooth, versatile and elegant.",,
P000302,Versace Oud Noir,Versace,Oriental Woody,"oud, leather, warm spicy, woody","Bitter Orange, Neroli, Black Pepper","Saffron, Cardamom","Oud, Patchouli, Leather",Men,"Fall, Winter, Night",Moderate,Strong,"Spicy resinous oud with leather undertones; smooth, modern, approachable — a beginner’s oud.",,
P000303,Gucci Intense Oud,Gucci,Oriental Woody,"oud, amber, leather, smoky, resinous","Incense, Olibanum","Oud Accord, Dry Woods","Ambergris, Leather",Unisex,"Fall, Winter, Night",Long lasting,Strong,"Bold smoky oud with frankincense and leather; dark, mysterious, powerful yet refined.",,
P000304,Armani Privé Oud Royal,Giorgio Armani,Oriental Woody,"oud, amber, smoky, resinous, rose",Saffron,"Oud, Rose","Sandalwood, Myrrh, Frankincense",Unisex,"Fall, Winter, Evening",Long lasting,Strong,"Regal oud with incense, rose, and resins; mystical and complex, part of Armani’s “Mille et Une Nuits.”",,
P000305,Creed Royal Oud,Creed,Woody Spicy,"citrus, oud, woody, musky","Lemon, Pink Pepper, Bergamot","Cedar, Angelica, Galbanum","Oud, Sandalwood, Musk",Unisex,"Fall, Winter, Formal",Long lasting,Moderate,"Majestic oud softened by citrus and woods; elegant, refined, regal.",,
P000306,YSL M7 Oud Absolu,Yves Saint Laurent,Amber Woody,"oud, amber, warm spicy, woody",Mandarin Orange,"Oud, Patchouli","Myrrh, Labdanum, Amber",Men,"Fall, Winter, Night",Long lasting,Strong,"A pioneering oud fragrance; warm, resinous, intense, merging oud with amber and myrrh.",,
P000307,Christian Dior Leather Oud,Dior,Oriental Woody,"leather, oud, smoky, animalic",Bergamot,"Cardamom, Clove, Jasmine","Leather, Oud, Sandalwood, Patchouli, Amberwood",Unisex,"Fall, Winter, Night",Long lasting,Strong,"Bold smoky oud fused with raw leather; intense, animalic, daring.",,
P000308,Maison Francis Kurkdjian Oud Satin Mood,MFK,Ambery Floral,"oud, rose, violet, vanilla",Violet Accord,"Turkish Rose, Bulgarian Rose","Oud, Benzoin, Amber, Vanilla",Unisex,"Fall, Winter, Evening",Eternal,Enormous,"Luxurious oud-rose with powdery violet and vanilla; opulent, silky, sensual.",,
P000309,Acqua di Parma Colonia Oud,Acqua di Parma,Woody Oriental,"citrus, oud, leather, fresh spicy","Calabrian Bergamot, Italian Orange","Oud, Coriander, Amyris","Leather, Cedarwood, Sandalwood, Patchouli, Musk",Unisex,"Fall, Winter, Evening",Long lasting,Strong,Refined citrus freshness fused with deep oud-leather richness; Italian elegance meets Middle Eastern depth.,,
P000310,Rasasi La Yuqawam Pour Homme,Rasasi,Oriental Leather,"oud, leather, amber, smoky","Raspberry, Saffron, Thyme","Jasmine, Artemisia, Incense","Oud, Leather, Amber, Suede",Men,"Fall, Winter, Night",Long lasting,Strong,"Cult Middle Eastern fragrance; raspberry, saffron, smoky leather with oud; rich, sensual,",,
P000311,Amouage Interlude Man,Amouage,Oriental Woody,"oud, amber, smoky, balsamic, spicy","Bergamot, Oregano, Pimento","Amber, Frankincense, Cistus","Oud, Leather, Patchouli, Sandalwood",Men,"Fall, Winter, Night",Eternal,Enormous,"A powerhouse of smoky incense, amber, and oud; complex, dramatic, and legendary for its strength.",,
P000312,Xerjoff Alexandria II,Xerjoff,Oriental Woody,"oud, amber, vanilla, fruity, floral","Lavender, Apple, Cinnamon","Rose, Cedar, Lily of the Valley","Oud, Sandalwood, Musk, Amber, Vanilla",Unisex,"Fall, Winter, Evening",Eternal,Enormous,"A luxurious oud-vanilla blend with apple and rose; opulent, smooth, and highly refined.",,
P000313,Roja Dove Amber Aoud,Roja Parfums,Oriental Spicy,"oud, amber, rose, spicy, balsamic","Lemon, Bergamot, Lime","Rose, Fig, Jasmine","Oud, Ambergris, Saffron, Cinnamon, Patchouli",Unisex,"Fall, Winter, Night",Eternal,Enormous,"A rich oud-amber composition with rose and spices; decadent, sensual, and commanding.",,
P000314,Initio Oud for Greatness,Initio Parfums Privés,Woody Spicy,"oud, spicy, herbal, musky","Lavender, Saffron","Oud, Patchouli",Musk,Unisex,"Fall, Winter, Night",Eternal,Strong,"A modern oud fragrance with saffron and lavender; bold, powerful, and magnetic.",,
P000315,By Kilian Pure Oud,Kilian,Oriental Woody,"oud, smoky, resinous, balsamic",—,Oud,"Oud, Amber, Resins",Unisex,"Fall, Winter, Night",Eternal,Strong,"A pure oud soliflore; raw, smoky, resinous, and uncompromising, showcasing oud in its truest form.",,
P000316,Montale Black Aoud,Montale,Floral Woody Musk,"oud, rose, patchouli, musky",Rose,"Oud, Patchouli","Musk, Mandarin Orange",Unisex,"Fall, Winter, Night",Eternal,Enormous,"Iconic rose-oud pairing with patchouli and musk; dark, intense, and unforgettable.",,
P000317,Rasasi Shuhrah Pour Homme,Rasasi,Oriental Woody,"oud, leather, fruity, smoky","Tomato Leaf, Freesia","Rose, Sandalwood","Oud, Leather, Amber, Musk",Men,"Fall, Winter, Night",Long lasting,Strong,"A bold oud-leather fragrance with fruity freshness; daring, smoky, and masculine.",,
P000318,Ajmal Dahn Al Oudh,Ajmal,Oriental Woody,"oud, resinous, smoky, balsamic",—,Pure Oud,Pure Oud,Unisex,"Fall, Winter, Night",Eternal,Strong,"A traditional Middle Eastern oud oil; raw, resinous, and deeply authentic.",,
P000319,Maison Francis Kurkdjian Oud,MFK,Oriental Woody,"oud, spicy, resinous, woody","Saffron, Elemi","Oud, Cedar",Patchouli,Unisex,"Fall, Winter, Night",Eternal,Strong,"A refined oud with saffron and cedar; resinous, spicy, and elegant.",,
P000320,Armaf Niche Oud,Armaf,Oriental Woody,"oud, amber, smoky, spicy",Spices,"Oud, Amber","Leather, Patchouli",Unisex,"Fall, Winter, Night",Long lasting,Strong,"Affordable niche-style oud; smoky, spicy, and warm with amber depth.",,
P000321,Amouage Epic Man,Amouage,Oriental Spicy,"oud, smoky, spicy, balsamic","Pink Pepper, Cardamom, Saffron","Geranium, Myrrh","Oud, Leather, Patchouli, Sandalwood",Men,"Fall, Winter, Night",Eternal,Enormous,"A dramatic oud-spice composition with smoky incense and leather; bold, mysterious, and commanding.",,
P000322,Montale Oudmazing,Montale,Oriental Floral,"oud, fruity, sweet, floral","Sicilian Orange, Pear, Fig","Jasmine, Patchouli","Oud, Leather, Vanilla, Musk",Unisex,"Fall, Winter, Evening",Eternal,Strong,"A playful oud-fruity blend with fig and pear; sweet yet powerful, with Montale’s signature oud.",,
P000323,Byredo Oud Immortel,Byredo,Woody Chypre,"oud, smoky, woody, earthy","Limoncello, Incense","Patchouli, Papyrus","Oud, Moss, Tobacco",Unisex,"Fall, Winter, Night",Long lasting,Strong,"A smoky oud with tobacco and moss; dark, earthy, and sophisticated.",,
P000324,Ajmal Amber Wood,Ajmal,Oriental Woody,"oud, amber, spicy, woody","Apple, White Pepper","Cardamom, Lavender","Oud, Amber, Patchouli",Unisex,"Fall, Winter, Night",Long lasting,Strong,A modern oud-amber fragrance with spicy freshness; elegant and versatile.,,
P000325,Rasasi Shuhrah Pour Femme,Rasasi,Oriental Floral,"oud, fruity, floral, musky","Tomato Leaf, Freesia","Rose, Sandalwood","Oud, Leather, Amber, Musk",Women,"Fall, Winter, Night",Long lasting,Strong,"A bold oud-floral with rose and leather; daring, smoky, and feminine.",,
P000326,Xerjoff More Than Words,Xerjoff,Oriental Woody,"oud, fruity, amber, sweet",Fruity Notes,Floral Notes,"Oud, Amber, Musk",Unisex,"Fall, Winter, Evening",Eternal,Enormous,"A poetic oud-fruity fragrance; rich, opulent, and artistic, part of Xerjoff’s Join the Club collection.",,
P000327,Roja Dove Musk Aoud,Roja Parfums,Oriental Woody,"oud, musky, amber, floral","Lemon, Bergamot","Rose, Jasmine","Oud, Musk, Sandalwood, Ambergris",Unisex,"Fall, Winter, Night",Eternal,Enormous,"A sensual oud-musk blend with rose and ambergris; opulent, smooth, and magnetic.",,
P000328,Maison Francis Kurkdjian Oud Silk Mood,MFK,Oriental Floral,"oud, rose, violet, musky",Bergamot,"Bulgarian Rose, Violet","Oud, Papyrus",Unisex,"Fall, Winter, Evening",Eternal,Strong,"A silky oud-rose composition with violet and papyrus; airy yet deep, refined and elegant.",,
P000329,Armaf Club de Nuit Intense Oud,Armaf,Oriental Woody,"oud, smoky, spicy, leather",Spices,"Oud, Patchouli","Leather, Amber, Musk",Unisex,"Fall, Winter, Night",Long lasting,Strong,Affordable powerhouse oud with smoky leather and amber; bold and long-lasting.,,
P000330,Lattafa Raghba Wood Intense,Lattafa,Oriental Woody,"oud, smoky, sweet, resinous","Incense, Spices","Oud, Guaiac Wood","Vanilla, Amber, Musk",Unisex,"Fall, Winter, Night",Eternal,Strong,A cult-favorite Middle Eastern oud with smoky vanilla and amber; sweet yet powerful.,,
P000331,Amouage Fate Man,Amouage,Oriental Spicy,"oud, spicy, balsamic, smoky","Saffron, Ginger, Cumin","Frankincense, Immortelle, Labdanum","Oud, Licorice, Tonka Bean",Men,"Fall, Winter, Night",Eternal,Enormous,"A complex oud-spice blend with incense and balsamic notes; mystical, daring, and powerful.",,
P000332,Montale Aoud Leather,Montale,Leather,"oud, leather, smoky, animalic",Cardamom,"Oud, Leather","Amber, Musk",Unisex,"Fall, Winter, Night",Eternal,Strong,"A bold oud-leather fragrance; smoky, animalic, and unapologetically intense.",,
P000333,By Kilian Rose Oud,Kilian,Floral Oriental,"oud, rose, floral, balsamic",Turkish Rose,"Oud, Saffron","Amber, Musk",Unisex,"Fall, Winter, Evening",Eternal,Strong,A sensual oud-rose composition with saffron and amber; opulent and romantic.,,
P000334,Ajmal Wisal Dhahab,Ajmal,Oriental Floral,"oud, fruity, floral, musky","Peach, Pear, Apple","Rose, Jasmine","Oud, Musk, Amber",Unisex,"Fall, Winter, Evening",Long lasting,Strong,"A fruity-floral oud with peach and rose; elegant, modern, and versatile.",,
P000335,Rasasi Al Wisam Day,Rasasi,Oriental Woody,"oud, fresh, musky, woody","Bergamot, Lavender","Oud, Rose","Musk, Sandalwood",Men,"Spring, Fall, Day",Long lasting,Moderate,"A fresh oud with lavender and rose; lighter, versatile, and wearable daily.",,
P000336,Xerjoff Oud Stars Al Khatt,Xerjoff,Oriental Woody,"oud, spicy, resinous, balsamic",Spices,"Oud, Cedar","Amber, Musk",Unisex,"Fall, Winter, Night",Eternal,Enormous,"A rich oud-spice fragrance from Xerjoff’s Oud Stars line; deep, resinous, and commanding.",,
P000337,Roja Dove Aoud,Roja Parfums,Oriental Woody,"oud, rose, spicy, balsamic","Lemon, Bergamot","Rose, Jasmine","Oud, Sandalwood, Ambergris",Unisex,"Fall, Winter, Night",Eternal,Enormous,A classic oud-rose composition with ambergris and sandalwood; opulent and timeless.,,
P000338,Maison Francis Kurkdjian Oud Extrait,MFK,Oriental Woody,"oud, spicy, resinous, woody","Saffron, Elemi","Oud, Cedar",Patchouli,Unisex,"Fall, Winter, Night",Eternal,Strong,"A concentrated oud with saffron and cedar; resinous, elegant, and long-lasting.",,
P000339,Armaf Niche Black Onyx Oud,Armaf,Oriental Woody,"oud, smoky, spicy, amber",Spices,"Oud, Patchouli","Amber, Musk",Unisex,"Fall, Winter, Night",Long lasting,Strong,Affordable smoky oud with amber and patchouli; bold and long-lasting.,,
P000340,Lattafa Ana Abiyedh Rouge,Lattafa,Oriental Woody,"oud, sweet, fruity, musky","Raspberry, Saffron","Oud, Rose","Amber, Musk",Unisex,"Fall, Winter, Evening",Eternal,Strong,"A sweet oud-rose fragrance with raspberry and saffron; rich, sensual, and modern.",,
P000341,Terre d’Hermès,Hermès,Woody Spicy,"earthy, citrus, woody, mineral","Orange, Grapefruit","Pepper, Pelargonium","Vetiver, Cedar, Patchouli",Men,"Spring, Fall, Day",Long lasting,Moderate,"Iconic earthy fragrance with vetiver and mineral notes; evokes soil, citrus, and wood in harmony.",,
P000342,Vetiver Extraordinaire,Frederic Malle,Woody Aromatic,"earthy, vetiver, woody, green","Bergamot, Bitter Orange",Vetiver,"Sandalwood, Cedar, Oakmoss",Unisex,"Fall, Winter, Day",Eternal,Strong,"A pure vetiver masterpiece; raw, earthy, and elegant with mossy depth.",,
P000343,Encre Noire,Lalique,Woody Aromatic,"earthy, woody, smoky, vetiver",Cypress,Vetiver,"Cashmere Wood, Musk",Men,"Fall, Winter, Night",Eternal,Enormous,"Dark, brooding vetiver with smoky woods; mysterious, minimalist, and powerful.",,
P000344,Sycomore,Chanel (Les Exclusifs),Woody,"earthy, woody, smoky, vetiver",Pink Pepper,Vetiver,"Sandalwood, Tobacco",Unisex,"Fall, Winter, Evening",Eternal,Strong,"A refined vetiver fragrance; earthy, smoky, and elegant, inspired by autumn forests.",,
P000345,Bvlgari Man Terrae Essence,Bvlgari,Woody,"earthy, woody, musky","Citron, Calamansi",Vetiver,"Terrae Accord, Musk",Men,"Spring, Fall, Day",Long lasting,Moderate,"Celebrates earth’s richness with vetiver and mineral notes; grounded, warm, and modern.",,
P000346,Comme des Garçons Wonderwood,CdG,Woody,"earthy, woody, spicy, resinous","Pepper, Bergamot","Cedar, Vetiver","Oud, Sandalwood, Patchouli",Unisex,"Fall, Winter, Night",Long lasting,Strong,"A forest in a bottle; earthy woods with spice and resin, avant-garde yet wearable.",,
P000347,Amouage Memoir Man,Amouage,Oriental Fougere,"earthy, smoky, leather, woody","Wormwood, Basil","Incense, Rose","Vetiver, Leather, Oakmoss",Men,"Fall, Winter, Night",Eternal,Enormous,"Dark, complex fragrance with earthy vetiver, leather, and incense; mysterious and bold.",,
P000348,Diptyque Philosykos,Diptyque,Woody Aromatic,"earthy, green, woody, fruity",Fig Leaf,"Fig, Coconut","Cedar, Woody Notes",Unisex,"Summer, Spring, Day",Long lasting,Moderate,"Earthy fig and woods; evokes the whole fig tree — leaves, fruit, and bark.",,
P000349,Gucci Pour Homme II,Gucci,Woody Spicy,"earthy, woody, spicy, herbal","Bergamot, Violet Leaf","Cinnamon, Pimento","Tobacco, Musk, Myrrh",Men,"Fall, Winter, Day",Moderate,Moderate,Earthy tobacco and woods with spicy warmth; refined and masculine.,,
P000350,Issey Miyake Nuit d’Issey,Issey Miyake,Woody Spicy,"earthy, smoky, woody, leather","Bergamot, Grapefruit","Leather, Spices","Vetiver, Patchouli, Incense",Men,"Fall, Winter, Night",Long lasting,Strong,"A dark, earthy fragrance with vetiver, incense, and leather; mysterious and bold.",,
P000351,Guerlain Vetiver,Guerlain,Woody Aromatic,"earthy, woody, citrus, green","Bergamot, Lemon, Neroli","Vetiver, Tobacco","Tonka Bean, Nutmeg",Men,"Spring, Fall, Day",Long lasting,Moderate,Classic earthy vetiver with citrus brightness and tobacco depth; timeless and elegant.,,
P000352,Givenchy Gentleman (1974),Givenchy,Woody Aromatic,"earthy, woody, patchouli, leather","Tarragon, Cinnamon","Patchouli, Vetiver","Leather, Civet",Men,"Fall, Winter, Night",Eternal,Strong,A bold earthy patchouli-leather fragrance; vintage powerhouse with rugged masculinity.,,
P000353,Chanel Pour Monsieur Eau de Toilette Concentrée,Chanel,Woody Chypre,"earthy, mossy, citrus, spicy","Lemon, Neroli","Cardamom, Ginger","Oakmoss, Vetiver",Men,"Spring, Fall, Day",Long lasting,Moderate,Elegant earthy chypre with moss and vetiver; refined and classic.,,
P000354,Amouage Jubilation XXV,Amouage,Oriental Fruity,"earthy, resinous, woody, balsamic","Blackberry, Orange","Frankincense, Honey","Oud, Patchouli, Myrrh",Men,"Fall, Winter, Night",Eternal,Enormous,"Complex earthy-resinous fragrance with oud, patchouli, and incense; opulent and majestic.",,
P000355,Diptyque Tam Dao,Diptyque,Woody Aromatic,"earthy, woody, sandalwood, spicy","Cypress, Rosewood",Cedar,"Sandalwood, Amber",Unisex,"Spring, Fall, Day",Long lasting,Moderate,Earthy sandalwood fragrance with cedar and cypress; meditative and calming.,,
P000356,Comme des Garçons 2 Man,CdG,Woody Chypre,"earthy, smoky, woody, spicy","Aldehydes, Nutmeg","Vetiver, Saffron","Incense, Leather",Men,"Fall, Winter, Night",Long lasting,Strong,Earthy incense and vetiver with smoky leather; avant-garde and bold.,,
P000357,L’Artisan Parfumeur Timbuktu,L’Artisan,Woody Aromatic,"earthy, smoky, spicy, resinous","Pink Pepper, Cardamom","Vetiver, Papyrus","Myrrh, Incense",Unisex,"Fall, Winter, Day",Long lasting,Strong,Inspired by African rituals; earthy vetiver with incense and papyrus.,,
P000358,Yves Saint Laurent Kouros,YSL,Aromatic Fougere,"earthy, musky, spicy, animalic","Aldehydes, Artemisia","Patchouli, Carnation","Oakmoss, Leather",Men,"Fall, Winter, Night",Eternal,Enormous,Iconic powerhouse fragrance; earthy oakmoss and leather with animalic depth.,,
P000359,Bvlgari Man Wood Neroli,Bvlgari,Woody Aromatic,"earthy, woody, citrus, green","Neroli, Bergamot","Vetiver, Cypress","Cedar, Amber",Men,"Spring, Summer, Day",Long lasting,Moderate,"Earthy woods with neroli freshness; modern, natural, and uplifting.",,
P000360,Prada Infusion de Vetiver,Prada,Woody Aromatic,"earthy, green, woody, fresh","Bergamot, Tarragon","Vetiver, Ginger","Cedar, Amber",Unisex,"Spring, Summer, Day",Long lasting,Moderate,"Transparent earthy vetiver with ginger and cedar; clean, modern, and refined.",,
P000361,Cartier Déclaration,Cartier,Woody Spicy,"earthy, woody, spicy, citrus","Bitter Orange, Birch Leaf","Cardamom, Pepper","Vetiver, Cedar",Men,"Spring, Fall, Day",Long lasting,Moderate,"A crisp earthy-spicy fragrance with vetiver and woods; refined, modern, and versatile.",,
P000362,Tom Ford Grey Vetiver,Tom Ford,Woody Spicy,"earthy, vetiver, citrus, woody","Grapefruit, Orange Blossom","Nutmeg, Vetiver","Amber, Oakmoss",Men,"Spring, Fall, Day",Long lasting,Strong,"Clean, earthy vetiver with citrus brightness; elegant and professional.",,
P000363,Mugler Cologne Come Together,Mugler,Citrus Aromatic,"earthy, musky, green, citrus","Bergamot, Neroli",Petitgrain,White Musk,Unisex,"Spring, Summer, Day",Moderate,Moderate,Minimalist earthy-green cologne with musky freshness; clean and addictive.,,
P000364,Penhaligon’s Sartorial,Penhaligon’s,Aromatic Fougere,"earthy, woody, metallic, lavender","Aldehydes, Cardamom","Lavender, Beeswax","Oakmoss, Tonka Bean",Men,"Fall, Winter, Day",Long lasting,Strong,Earthy fougère with metallic and mossy notes; inspired by a tailor’s workshop.,,
P000365,Loewe Esencia pour Homme,Loewe,Woody Aromatic,"earthy, woody, herbal, spicy","Lavender, Basil","Vetiver, Patchouli","Oakmoss, Sandalwood",Men,"Fall, Winter, Night",Eternal,Strong,"A powerhouse earthy fragrance with vetiver, patchouli, and moss; bold and masculine.",,
P000366,Diptyque Eau de Lierre,Diptyque,Aromatic Green,"earthy, green, woody, fresh","Ivy, Cyclamen",Geranium,"Musk, Woods",Unisex,"Spring, Summer, Day",Moderate,Moderate,"Earthy-green ivy fragrance; crisp, natural, and airy.",,
P000367,Guerlain Habit Rouge,Guerlain,Oriental Woody,"earthy, leather, citrus, spicy","Lemon, Bergamot","Rose, Cinnamon","Leather, Patchouli",Men,"Fall, Winter, Night",Long lasting,Strong,"Earthy leather with citrus and spice; elegant, classic, and refined.",,
P000368,Comme des Garçons Kyoto (Incense Series),CdG,Woody Aromatic,"earthy, incense, smoky, woody",Cypress,"Vetiver, Incense","Coffee, Patchouli",Unisex,"Fall, Winter, Night",Eternal,Enormous,"Earthy incense fragrance inspired by Japanese temples; meditative, smoky, and spiritual.",,
P000369,Hermès Bel Ami,Hermès,Leather,"earthy, leather, woody, spicy","Lemon, Sage","Patchouli, Vetiver","Leather, Oakmoss",Men,"Fall, Winter, Night",Eternal,Strong,"Earthy leather with moss and vetiver; classic, bold, and sophisticated.",,
P000370,Azzaro Pour Homme Intense,Azzaro,Aromatic Fougere,"earthy, woody, spicy, musky","Cinnamon, Bergamot","Vetiver, Lavender","Amber, Tonka Bean",Men,"Fall, Winter, Night",Long lasting,Strong,Earthy fougère with spicy warmth and amber depth; modern twist on a classic.,,
P000371,Norwegian Wood,A Lab on Fire,Woody Aromatic,"earthy, woody, smoky, resinous","Bergamot, Saffron","Cedar, Vetiver","Oakmoss, Musk",Unisex,"Fall, Winter, Night",Long lasting,Strong,A smoky-earthy fragrance inspired by forests; resinous woods with moss and vetiver.,,
P000372,Memoir of a Trespasser,Imaginary Authors,Woody Oriental,"earthy, smoky, resinous, vanilla",Madagascar Vanilla,"Myrrh, Benzoin","Oakmoss, Guaiac Wood",Unisex,"Fall, Winter, Night",Eternal,Strong,A cult indie scent; earthy vanilla wrapped in smoky resins and woods.,,
P000373,Bat,Zoologist,Aromatic Green,"earthy, damp, animalic, fruity","Soil Tincture, Banana","Vetiver, Myrrh","Musk, Leather",Unisex,"Fall, Winter, Night",Eternal,Enormous,A daring earthy fragrance evoking caves and damp soil; animalic yet fascinating.,,
P000374,Blackbird Pipe Bomb,Blackbird,Woody Aromatic,"earthy, smoky, mineral, resinous",Aldehydes,"Vetiver, Cedar","Amber, Musk",Unisex,"Fall, Winter, Night",Long lasting,Strong,Minimalist earthy fragrance with mineral smoke and resin; avant-garde and bold.,,
P000375,Fumidus,Profumum Roma,Woody,"earthy, smoky, vetiver, resinous",Vetiver,Birch Tar,"Oakmoss, Woods",Unisex,"Fall, Winter, Night",Eternal,Enormous,A raw earthy vetiver with smoke and tar; uncompromisingly dark and powerful.,,
P000376,Haxan,Apoteker Tepe,Woody Aromatic,"earthy, smoky, herbal, resinous","Pine, Herbs","Vetiver, Incense","Oakmoss, Amber",Unisex,"Fall, Winter, Night",Long lasting,Strong,Inspired by witchcraft; earthy incense and woods with herbal smoke.,,
P000377,Iron Duke,BeauFort London,Leather,"earthy, smoky, leathery, resinous","Rum, Tobacco","Oud, Vetiver","Leather, Oakmoss",Men,"Fall, Winter, Night",Eternal,Strong,"A bold earthy leather with rum and tobacco; dark, historical, and intense.",,
P000378,Cuirs,Carner Barcelona,Leather,"earthy, leathery, woody, smoky","Saffron, Cumin","Oud, Vetiver","Leather, Sandalwood",Unisex,"Fall, Winter, Night",Long lasting,Strong,Earthy leather with vetiver and oud; refined yet rugged.,,
P000379,Forest Walk,Sonoma Scent Studio,Woody Aromatic,"earthy, green, woody, resinous","Fir, Bergamot","Violet Leaf, Oakmoss","Vetiver, Cedar",Unisex,"Spring, Fall, Day",Long lasting,Moderate,Evokes a walk in the woods; earthy greens with moss and vetiver.,,
P000380,Musc Ravageur Soil Edition,Rogue Perfumery,Oriental Spicy,"earthy, musky, spicy, resinous","Cinnamon, Clove","Vetiver, Patchouli","Musk, Amber",Unisex,"Fall, Winter, Night",Eternal,Strong,"An indie reinterpretation of musky-earthy accords; bold, resinous, and sensual.",,
P000381,Slumberhouse Norne,Slumberhouse,Woody Aromatic,"earthy, resinous, smoky, coniferous",Pine Resin,"Fir, Cypress","Moss, Incense",Unisex,"Fall, Winter, Night",Eternal,Enormous,"A cult earthy forest scent; dense conifer resins, moss, and incense — like walking in a dark forest.",,
P000382,Hiram Green Arbole Arbole,Hiram Green,Woody,"earthy, woody, smoky, herbal",Cypress,"Patchouli, Cedar","Sandalwood, Moss",Unisex,"Fall, Winter, Day",Long lasting,Strong,"Natural earthy woods with patchouli and moss; artisanal, raw, and grounded.",,
P000383,Papillon Dryad,Papillon Artisan Perfumes,Chypre,"earthy, mossy, green, woody","Galbanum, Lemon","Narcissus, Oakmoss","Vetiver, Resin",Unisex,"Spring, Fall, Day",Eternal,Strong,"A modern chypre with earthy oakmoss and narcissus; mystical, green, and forest-like.",,
P000384,"Miller et Bertaux Green, Green, Green…",Miller et Bertaux,Aromatic Green,"earthy, herbal, woody, spicy","Lime, Basil","Vetiver, Coriander","Patchouli, Cedar",Unisex,"Spring, Summer, Day",Long lasting,Moderate,"Earthy-green fragrance with herbs and vetiver; crisp, natural, and uplifting.",,
P000385,DS & Durga Cowboy Grass,DS & Durga,Woody Aromatic,"earthy, smoky, herbal, grassy","Bergamot, Thyme","Sage, Grass","Vetiver, Amber",Unisex,"Summer, Fall, Day",Long lasting,Strong,"Earthy grass and sage with smoky vetiver; rugged, wild, and outdoorsy.",,
P000386,Masque Milano Russian Tea,Masque Milano,Aromatic,"earthy, smoky, tea, resinous","Mint, Black Pepper","Tea, Leather","Incense, Vetiver",Unisex,"Fall, Winter, Evening",Eternal,Strong,"Earthy tea and leather with smoky incense; evocative, mysterious, and niche.",,
P000387,April Aromatics Bohemian Spice,April Aromatics,Oriental Woody,"earthy, spicy, resinous, balsamic","Cardamom, Clove","Patchouli, Labdanum","Vetiver, Amber",Unisex,"Fall, Winter, Night",Eternal,Strong,Natural earthy patchouli with spices and amber; artisanal and bold.,,
P000388,Gallivant Berlin,Gallivant,Woody Aromatic,"earthy, smoky, resinous, spicy","Grapefruit, Lemon","Black Pepper, Vetiver","Cedar, Amber",Unisex,"Fall, Winter, Day",Long lasting,Moderate,Earthy vetiver with smoky woods and pepper; urban yet grounded.,,
P000389,Parfum d’Empire Fougere Bengale,Parfum d’Empire,Aromatic Fougere,"earthy, spicy, woody, mossy","Ginger, Cardamom","Vetiver, Patchouli","Oakmoss, Tobacco",Men,"Fall, Winter, Night",Eternal,Strong,"Earthy fougère with patchouli, moss, and tobacco; bold, vintage-inspired niche.",,
P000390,O’Driu Peety,O’Driu,Woody Aromatic,"earthy, smoky, resinous, balsamic","Citrus, Spices","Vetiver, Patchouli","Oud, Moss",Unisex,"Fall, Winter, Night",Eternal,Enormous,"Experimental earthy fragrance with smoky vetiver, moss, and oud; daring and artistic",,
P000391,Slowdive,Hiram Green,Oriental Floral,"earthy, honey, resinous, tobacco","Orange Blossom, Neroli","Tobacco, Honey","Vetiver, Resins",Unisex,"Fall, Winter, Night",Eternal,Strong,"Natural earthy honey-tobacco with vetiver; warm, artisanal, and enveloping.",,
P000392,Incendo,Slumberhouse,Woody Aromatic,"earthy, smoky, resinous, spicy","Pine, Spices","Vetiver, Cedar","Moss, Amber",Unisex,"Fall, Winter, Night",Eternal,Enormous,Dense earthy forest scent with pine smoke and moss; raw and atmospheric.,,
P000393,Twilight,Sonoma Scent Studio,Woody Aromatic,"earthy, resinous, smoky, green","Fir, Cedar","Violet Leaf, Oakmoss","Vetiver, Amber",Unisex,"Fall, Winter, Evening",Long lasting,Strong,Earthy woods with moss and vetiver; evocative of twilight forests.,,
P000394,Cuir de Russie,Rogue Perfumery,Leather,"earthy, leathery, smoky, mossy",Bergamot,"Leather, Jasmine","Oakmoss, Vetiver",Unisex,"Fall, Winter, Night",Eternal,Strong,Vintage-style earthy leather with moss and vetiver; bold and artisanal.,,
